;riferimento e data annuncio;contratto;tipologia;superficie;locali;piano;totale piani edificio;disponibilità;tipo proprietà;altre caratteristiche;prezzo;spese condominio;informazioni catastali;anno di costruzione;stato;riscaldamento;classe energetica;immobile garantito;climatizzazione;spese aggiuntive;certificazione energetica;prestazione energetica del fabbricato;posti auto;indice prest. energetica rinnovabile;zona;links
0;SMassimo28 - 10/06/2020;Affitto;Appartamento;35 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Ultimo stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Armadio a muro;€ 600/mese;€ 38/mese;;1800;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80707993/
0;DELLA ROCCA - 03/06/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina angolo cottura;Piano terra;2 piani;Libero;Intera proprietà, classe immobile signorile;Impianto tv centralizzato;€ 830/mese;;Classe A/2, rendita € 306;1800;Ottimo / Ristrutturato;Centralizzato, a pavimento, alimentato a metano;A2 70,33 kWh/m²anno;;Centralizzato, freddo;;;;1 in garage/box;;centro;https://www.immobiliare.it/annunci/80714095/
0;Bilocale ammobiliato - 10/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;2° stabile;3 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 570/mese;€ 30/mese;Classe A/3, rendita € 271;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;C 109,97 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80715301/
0;Locazione_Bilo Alfieri - 03/06/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;4° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 700/mese;€ 50/mese;;1900;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80702989/
0;EK-80611723 - 04/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile, con ascensore;4 piani;Libero;Intera proprietà;Arredato;€ 650/mese;€ 150/mese;;;Ottimo / Ristrutturato;Centralizzato;;;;€ 50/mese;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80611723/
0;San massimo - 08/06/2020;Affitto;Appartamento;40 m²;2 (1 camera da letto, 1 altro), cucina angolo cottura;2° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Fibra ottica;€ 600/mese;€ 50/mese;Classe A/4, rendita € 279;1800;;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80702947/
0;EK-80693083 - 03/06/2020;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;4° stabile;;Libero;Intera proprietà;Terrazza;€ 650/mese;;;;Ottimo / Ristrutturato;Autonomo;;;;;In attesa di certificazione;;1 in garage/box;;centro;https://www.immobiliare.it/annunci/80693083/
0;Mansarda Piazza Vittorio - 10/06/2020;Affitto;Mansarda;25 m²;1 locale, 1 bagno, cucina angolo cottura;5° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 270/mese;€ 120/mese;Classe A/3, rendita € 65;1900;Buono / Abitabile;Autonomo, ad aria, alimentato a pompa di calore;F ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80715397/
0;EK-80711639 - 03/06/2020;Affitto;Appartamento;46 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;5° stabile, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 530/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80711639/
0;EK-80704937 - 03/06/2020;Affitto;Appartamento;20 m²;1 camera da letto, 1 bagno, cucina angolo cottura;3° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 300/mese;;Classe A/1;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80704937/
0;EK-80701557 - 06/06/2020;Affitto;Appartamento;25 m²;1 locale, 1 bagno, cucina angolo cottura;2° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile media;Esposizione interna;€ 400/mese;€ 80/mese;Classe A/4, rendita € 116;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a gas;F 72,22 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80701557/
0;EK-80694803 - 03/06/2020;Affitto;Appartamento;160 m²;4 (2 camere da letto, 2 altri), 1 bagno, cucina abitabile;1° stabile, con ascensore;;Libero;Intera proprietà;Balcone;€ 1.100/mese;€ 150/mese;;;Ottimo / Ristrutturato;Centralizzato;;;;€ 150/mese;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80694803/
0;EK-80705493 - 03/06/2020;Affitto;Appartamento;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;2° stabile, con ascensore, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 800/mese;;Classe A/3;2010;Ottimo / Ristrutturato;Centralizzato, alimentato a metano;C ≥ 175 kWh/m²anno;;Autonomo;;;;;;centro;https://www.immobiliare.it/annunci/80705493/
0;1307A;Affitto;Appartamento;48 m²;1 camera da letto, 1 bagno, cucina angolo cottura;2° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 580/mese;€ 55/mese;Classe A/2;2008;Ottimo / Ristrutturato;Centralizzato, ad aria;D 143,99 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80696205/
0;582 -(690191) - 02/06/2020;Affitto;Mansarda;20 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Ultimo stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile media;Impianto tv centralizzato;€ 295/mese;€ 45/mese;;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a gas;G ≥ 3,51 kWh/m²anno;;;;;invernale;;≥ 3,51 kWh/m²anno;centro;https://www.immobiliare.it/annunci/80691025/
0;14456 - 09/06/2020;Affitto;Appartamento;153 m²;5 (2 camere da letto, 3 altri), 1 bagno, cucina abitabile;4° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile media;Caminetto;€ 1.190/mese;€ 150/mese;;1800;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;;;;;Esente;;;;centro;https://www.immobiliare.it/annunci/80691759/
0;MARIA VITTORIA - 03/06/2020;Affitto;Appartamento;75 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina cucinotto;3° stabile;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 800/mese;€ 55/mese;Classe A/3, rendita € 658;1800;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80685901/
0;PIETRO MICCA - 03/06/2020;Affitto;Appartamento;110 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina abitabile;4° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 1.000/mese;€ 110/mese;Classe A/2, rendita € 847;1890;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;invernale;;;centro;https://www.immobiliare.it/annunci/80685967/
0;MARIA VITTORIA - 03/06/2020;Affitto;Appartamento;55 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina semi abitabile;Ultimo stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 700/mese;€ 50/mese;Classe A/3, rendita € 254;1800;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;E ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;;;;centro;https://www.immobiliare.it/annunci/80685843/
0;MV-Vittorio Emanuele 8 - 05/06/2020;Affitto;Appartamento;120 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina a vista;1° stabile, con ascensore, con accesso disabili;6 piani;Libero;Intera proprietà, immobile di lusso;Cancello elettrico;€ 2.100/mese;€ 160/mese;Classe A/2, rendita € 1.200;1927;Ottimo / Ristrutturato;Centralizzato, ad aria, alimentato a metano;A1 ≥ 3,51 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo/caldo;;;invernale;;≥ 3,51 kWh/m²anno;centro;https://www.immobiliare.it/annunci/80679853/
0;vittorio emanuele;Affitto;Appartamento;200 m²;5+ (4 camere da letto, 2 altri), 2 bagni, cucina cucinotto;Ultimo stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 1.700/mese;€ 250/mese;Classe A/10;1700;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;F 171,00 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80677083/
0;Locazione_Emanuele Filiberto - 01/06/2020;Affitto;Appartamento;35 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Caminetto;€ 450/mese;€ 50/mese;;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;centro;https://www.immobiliare.it/annunci/80672715/
0;EK-80685085 - 01/06/2020;Affitto;Appartamento;80 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina cucinotto;2° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 750/mese;€ 70/mese;;1970;Ottimo / Ristrutturato;Centralizzato, a pavimento;E ≥ 3,51 kWh/m²anno;;Autonomo, freddo;;;invernale;2 in garage/box;≥ 3,51 kWh/m²anno;centro;https://www.immobiliare.it/annunci/80685085/
0;1430 - 01/06/2020;Affitto;Mansarda;45 m²;1 camera da letto, 1 bagno, cucina a vista;5° stabile;5 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 600/mese;€ 200/mese;;1800;Ottimo / Ristrutturato;Autonomo;;;Autonomo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80672499/
0;EK-80674857 - 01/06/2020;Affitto;Mansarda;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;;Intera proprietà, immobile di lusso;Caminetto;€ 1.200/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;;;Autonomo, caldo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80674857/
0;EK-80672237 - 01/06/2020;Affitto;Appartamento;65 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina cucinotto;1° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 700/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;D 100,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80672237/
0;EK-80672073 - 01/06/2020;Affitto;Appartamento;45 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;3° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 440/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D 100,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80672073/
0;EK-80671935 - 01/06/2020;Affitto;Appartamento;30 m²;1 camera da letto, 1 bagno, cucina cucinotto;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 280/mese;;;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;D 100,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80671935/
0;EK-80682973 - 01/06/2020;Affitto;Appartamento;20 m²;1 camera da letto, 1 bagno, cucina angolo cottura;3° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 280/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80682973/
0;EK-80631099 - 04/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina abitabile;1° stabile, con ascensore;;Libero;;Arredato;€ 500/mese;€ 70/mese;;;Ottimo / Ristrutturato;Autonomo;A3 ;;;;;;;;centro;https://www.immobiliare.it/annunci/80631099/
0;A56 - 08/06/2020;Affitto;Appartamento;65 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;3° stabile, con ascensore, con accesso disabili;4 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 1.400/mese;;;;Ottimo / Ristrutturato;;;;Autonomo, freddo/caldo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80685395/
0;Conte Verde;Affitto;Appartamento;130 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina abitabile;Ultimo stabile, con ascensore;5 piani;Libero;Classe immobile media;Impianto tv centralizzato;€ 1.500/mese;€ 70/mese;Classe A/3, rendita € 957;;Ottimo / Ristrutturato;Autonomo, ad aria;G 175,00 kWh/m²anno;Dati certificabili, documentazione completa;;;;;;;centro;https://www.immobiliare.it/annunci/80649619/
0;Frola2 - 30/05/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina a vista;1° stabile, con ascensore;4 piani;Libero;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 900/mese;€ 80/mese;;1900;Ottimo / Ristrutturato;Autonomo, ad aria, alimentazione elettrica;;;Autonomo, freddo;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80647461/
0;roma;Affitto;Attico;80 m²;3 (2 camere da letto, 1 altro), 2 bagni, cucina abitabile;Ultimo stabile, con ascensore;4 piani;;Intera proprietà, classe immobile signorile;Idromassaggio;€ 1.900/mese;€ 250/mese;Rendita € 1.500;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;F 171,00 kWh/m²anno;;Autonomo, freddo;;;;1 all'esterno;;centro;https://www.immobiliare.it/annunci/80650087/
0;22a - 30/05/2020;Affitto;Open space;32 m²;1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Esposizione interna;€ 350/mese;€ 20/mese;Classe A/3, rendita € 163;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentazione elettrica;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80649865/
0;EK-80647695 - 30/05/2020;Affitto;Appartamento;20 m²;1 camera da letto, 1 bagno, cucina angolo cottura;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 200/mese;;;;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a gas;C ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80647695/
0;palazzo lagrange 3.6 mq 161 LOCAZIONE - 09/06/2020;Affitto;Appartamento;161 m²;4 (2 camere da letto, 2 altri), 2 bagni;3° stabile, con ascensore;7 piani;Libero;Intera proprietà;;€ 2.000/mese;;;;;Centralizzato;B 90,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80644279/
0;palazzo lagrange 4.6 mq 147 LOCAZIONE - 09/06/2020;Affitto;Appartamento;147 m²;4 (2 camere da letto, 2 altri), 2 bagni;4° stabile, con ascensore;7 piani;Libero;Intera proprietà;;€ 2.000/mese;;;;;Centralizzato;B 90,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80644281/
0;palazzo lagrange 4.3 mq 74 LOCAZIONE - 09/06/2020;Affitto;Appartamento;74 m²;2 (1 camera da letto, 1 altro), 1 bagno;4° stabile, con ascensore;7 piani;Libero;Intera proprietà;;€ 1.300/mese;;;;;Centralizzato;B 90,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80644285/
0;mazzini 34 - 10/06/2020;Affitto;Mansarda;60 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina cucinotto;5° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Mansarda;€ 700/mese;€ 55/mese;Classe A/3, rendita € 442;1900;Ottimo / Ristrutturato;Autonomo, a radiatori, alimentato a metano;F ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80626265/
0;EK-80631303 - 03/06/2020;Affitto;Appartamento;62 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Piano rialzato, con ascensore, con accesso disabili;5 piani;Libero;Intera proprietà, immobile di lusso;Fibra ottica;€ 1.100/mese;;;1900;Nuovo / In costruzione;Centralizzato;A+ ≥ 175 kWh/m²anno;Dati certificabili, documentazione completa;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80631303/
0;VIA ROMA. ADIACENZE. BELLISSIMO APPARTAMENTO.VUOTO;Affitto;Appartamento;90 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;4° stabile, con ascensore;6 piani;Libero;;Cancello elettrico;€ 780/mese;;Classe A/3;;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;E 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80636333/
0;CORSO VINZAGLIO. BELLISSIMO LOFT CON SOPPALCO.;Affitto;Appartamento;70 m²;2 (1 camera da letto, 1 altro), 1 bagno, cucina angolo cottura;Piano terra;;Libero;Intera proprietà, classe immobile signorile;Fibra ottica;€ 700/mese;€ 30/mese;Classe A/3;1900;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a metano;C 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80638159/
0;CORSO MATTEOTTI. SPLENDIDO E NUOVO APPARTAMENTO.;Affitto;Appartamento;150 m²;5+ (2 camere da letto, 4 altri), 2 bagni, cucina abitabile;2° stabile;3 piani;;;Fibra ottica;€ 1.100/mese;;;2020;Nuovo / In costruzione;Autonomo, a radiatori, alimentato a metano;B 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80637999/
0;Rif:220L - 03/06/2020;Affitto;Appartamento;96 m²;4 (2 camere da letto, 2 altri), 2 bagni, cucina abitabile;4° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile signorile;Cancello elettrico;€ 1.350/mese;€ 100/mese;Classe A/2;1865;Ottimo / Ristrutturato;Centralizzato, a radiatori, alimentato a teleriscaldamento;D 94,40 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80621957/
0;EK-77702828 - 02/06/2020;Affitto;Appartamento;50 m²;2 (1 camera da letto, 1 altro), 1 bagno;2° stabile;2 piani;Libero;Intera proprietà;Arredato;€ 600/mese;;;;Ottimo / Ristrutturato;Autonomo;F ;;;;;;;;centro;https://www.immobiliare.it/annunci/77702828/
0;EK-80631285 - 29/05/2020;Affitto;Appartamento;90 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile;4 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 800/mese;€ 200/mese;Classe A/2;1900;Buono / Abitabile;Centralizzato;;;;;In attesa di certificazione;;;;centro;https://www.immobiliare.it/annunci/80631285/
0;VIA BARBAROUX. FINEMENTE ARREDATO.;Affitto;Appartamento;40 m²;2 locali, 1 bagno, cucina angolo cottura;2° stabile;5 piani;;;Cancello elettrico;€ 500/mese;€ 50/mese;;;Ottimo / Ristrutturato;;C 175,00 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80638291/
0;14413 - 09/06/2020;Affitto;Appartamento;52 m²;5 (2 camere da letto, 3 altri), 1 bagno;2° stabile;4 piani;Libero;Intera proprietà;Fibra ottica;€ 650/mese;€ 25/mese;;1800;;Autonomo, alimentato a metano;G 11,00 kWh/m²anno;;Autonomo, freddo;;;;;;centro;https://www.immobiliare.it/annunci/80618133/
0;Ro - 30/05/2020;Affitto;Appartamento;80 m²;3 (2 camere da letto, 1 altro), 1 bagno, cucina abitabile;2° stabile, con ascensore;5 piani;Libero;Intera proprietà, classe immobile signorile;Porta blindata;€ 750/mese;€ 100/mese;Classe A/3;;Buono / Abitabile;Centralizzato, a radiatori, alimentato a metano;D ≥ 175 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80638389/
0;EK-80631411 - 03/06/2020;Affitto;Appartamento;55 m²;3 (1 camera da letto, 2 altri), 1 bagno, cucina cucinotto;1° stabile, con ascensore;4 piani;;Intera proprietà, classe immobile media;Porta blindata;€ 480/mese;€ 60/mese;;;Buono / Abitabile;Autonomo, a radiatori, alimentato a metano;D 170,84 kWh/m²anno;;;;;;;;centro;https://www.immobiliare.it/annunci/80631411/
